internal_id,Indicator,indicator_id,measurement_type_id,Measure,how_calculated,display_type_id,DisplayType_desc,source_id,Source,SourceDescription,public_display_flag
8,Postneonatal Death,15,2,Number,"Number of deaths occurring from 28 days to less than 1 year of age in an area. Deaths are restricted to those that can be linked to a birth certificate of a NYC resident mother and are mapped to the mother's usual residence at birth. For more information about this measure, <a href=""http://www1.nyc.gov/assets/doh/downloads/pdf/tracking/vital-stats-definitions.pdf"" target=""_blank""> click here. </a>",10,,4,NYC BVS,New York City Bureau of Vital Statistics,Y
8,Postneonatal Death,16,,Estimated annual rate,"Number of deaths occurring from 28 days to less than 1 year of age in an area, divided by the number of live births among resident mothers of the area; expressed per 1,000 live births. Deaths are restricted to those that can be linked to a birth certificate of a NYC resident mother and are mapped to the mother's usual residence at birth. For more information about this measure, <a href=""http://www1.nyc.gov/assets/doh/downloads/pdf/tracking/vital-stats-definitions.pdf"" target=""_blank""> click here. </a>",5,"per 1,000 live births",4,NYC BVS,New York City Bureau of Vital Statistics,Y
9,Total (Lifetime) Fertility,17,,Estimated annual rate,"Sum of annual age-specific birth rates (grouped by 5-year age intervals, from 10 - 49 years) among NYC resident women, multiplied by 5; expressed per 1,000 women. For more information about this measure, <a href=""http://www1.nyc.gov/assets/doh/downloads/pdf/tracking/vital-stats-definitions.pdf"" target=""_blank""> click here. </a>",11,"per 1,000 women",4,NYC BVS,New York City Bureau of Vital Statistics,Y
10,Sex Ratio,18,4,Male:Female Births,"Number of male births divided by the number of female births among resident mothers of the area. Births are restricted to singletons with a gestational age of 37 weeks or more. For more information about this measure, <a href=""http://www1.nyc.gov/assets/doh/downloads/pdf/tracking/vital-stats-definitions.pdf"" target=""_blank""> click here. </a>",10,,4,NYC BVS,New York City Bureau of Vital Statistics,Y
13,Neighborhood Poverty,23,200,Tertile,"Neighborhoods are ranked according to the percent of people whose annual income falls below 100% of the federal poverty level. Rankings are then divided into 3 approximately equal groupings of low, medium and high poverty.",10,,26,American Community Survey,American Community Survey,L
13,Neighborhood Poverty,767,201,Area based using 4 categories,"Neighborhoods are categorized by percent of residents with incomes below 100% of the Federal Poverty Level as follows: &lt;10% (low), 10% to &lt;20% (medium), 20% to &lt; 30% (high) and 30% and higher. (very high).",10,,26,American Community Survey,American Community Survey,L
14,Foreign-Born,24,5,Percent,"Estimated number of people born outside the US or its territories (which includes Puerto Rico), divided by the total population; expressed as a percent.",10,,26,American Community Survey,American Community Survey,Y
14,Foreign-Born,231,2,Number,Estimated number of people born outside the US or its territories  including Puerto Rico.,10,,26,American Community Survey,American Community Survey,Y
15,Crowding (> 1 person/room),25,22,Percent,"Estimated number of housing units with more than 1 occupant per room, divided by the number of occupied housing units; expressed as percent.",,,26,American Community Survey,American Community Survey,Y
15,Crowding (> 1 person/room),230,2,Number,Estimated number of housing units with more than 1 occupant per room.,10,,26,American Community Survey,American Community Survey,Y
16,Pre-1950 Homes,26,2,Number,Number of housing units built before 1950.,10,,26,American Community Survey,American Community Survey,Y
16,Pre-1950 Homes,26,2,Number,Number of housing units built before 1950.,10,,3,US Census,United States Census,Y
16,Pre-1950 Homes,27,5,Percent,"Number of housing units built before 1950, divided by all housing units; expressed as percent.    ",10,,26,American Community Survey,American Community Survey,Y
16,Pre-1950 Homes,27,5,Percent,"Number of housing units built before 1950, divided by all housing units; expressed as percent.    ",10,,3,US Census,United States Census,Y
17,Owner-Occupied Homes,29,5,Percent,"Estimated number of housing units occupied by the owner, divided by all occupied housing units; expressed as percent.    ",10,,26,American Community Survey,American Community Survey,Y
17,Owner-Occupied Homes,232,2,Number,Estimated number of housing units occupied by the owner.    ,10,,26,American Community Survey,American Community Survey,Y
18,Adults with Asthma in the Past 12 Months,30,2,Number,"Estimated number of adults aged 18 years and older who reported medically diagnosed asthma and symptoms in the last 12 months, rounded to the nearest 1,000.  Beginning in 2017, indicator includes data imputed for missing responses.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
18,Adults with Asthma in the Past 12 Months,31,29,Age-adjusted percent,"Estimated number of adults aged 18 years and older who reported medically diagnosed asthma with symptoms in the last 12 months, divided by all adults and adjusted for age; expressed as percent. Beginning in 2017, indicator includes data imputed for missing responses.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
18,Adults with Asthma in the Past 12 Months,363,5,Percent,"Estimated number of adults aged 18 years and older who reported medically diagnosed asthma with symptoms in the last 12 months, divided by all adults; expressed as percent. Beginning in 2017, indicator includes data imputed for missing responses.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
22,Adults Reporting Cockroaches in the Home,40,2,Number,"Estimated number of respondents in an area that reported cockroaches in the past 30 days, rounded to the nearest 1,000.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
22,Adults Reporting Cockroaches in the Home,41,5,Percent,"Estimated number of respondents in an area that reported cockroaches in the past 30 days, divided by the number of respondents in the area; expressed as percent.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
24,Adults Reporting Rats or Mice outside Their Building,44,2,Number,"Estimated number of adults reporting mice or rats outside their building in the past 90 days, rounded to the nearest 1,000.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
24,Adults Reporting Rats or Mice outside Their Building,45,5,Percent,"Estimated number of adults reporting mice or rats outside their building in the past 90 days, divided by the number of adults in the area; expressed as percent.",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
25,Adults Reporting Secondhand Smoke at Home,46,2,Number,"Estimated number of adults exposed to second-hand smoke at home, rounded to the nearest 1,000. Adults who are exposed to second-hand smoke all or most of the time in their homes are considered to be exposed to second-hand smoke at home.  ",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
25,Adults Reporting Secondhand Smoke at Home,47,5,Percent,"Estimated number of adults in an area exposed to second-hand smoke at home, divided by all adults in the area; expressed as percent. Adults who are exposed to second-hand smoke all or most of the time in their homes are considered to be exposed to second-hand smoke at home.  ",10,,1,NYC CHS,New York City Community Health Survey (CHS),Y
26,Anencephaly,798,,Number,Number of live births diagnosed with anencephaly and reported to the NYS CMR over the 3 year period.,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
26,Anencephaly,799,6,Prevalence,"Number of live births diagnosed with anencephaly and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000.",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
27,Spina Bifida (without Anencephaly),810,,Number,Number of live births diagnosed with spina bifida (without anencephaly) and reported to the NYS CMR over the 3 year period. ,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
27,Spina Bifida (without Anencephaly),811,6,Prevalence,"Number of live births diagnosed with spina bifida (without anencephaly) and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000. ",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
28,Hypoplastic Left Heart Syndrome,796,,Number,Number of live births diagnosed with hypoplastic left heart syndrome and reported to the NYS CMR over the 3 year period.,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
28,Hypoplastic Left Heart Syndrome,797,6,Prevalence,"Number of live births diagnosed with hypoplastic left heart syndrome and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000.",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
29,Transposition of the Great Arteries (Vessels),814,,Number,Number of live births diagnosed with transposition of the great arteries and reported to the NYS CMR over the 3 year period. ,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
29,Transposition of the Great Arteries (Vessels),815,6,Prevalence,"Number of live births diagnosed with transposition of the great arteries and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000. ",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
30,Cleft Lip with or without Cleft Palate,802,,Number,Number of live births diagnosed with cleft lip with or without cleft palate and reported to the NYS CMR over the 3 year period.,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
30,Cleft Lip with or without Cleft Palate,803,6,Prevalence,"Number of live births diagnosed with cleft lip with or without cleft palate and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000.",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
31,Cleft Palate without Cleft Lip,800,,Number,Number of live births diagnosed with cleft palate without cleft lip and reported the NYS CMR over the 3 year period.,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
31,Cleft Palate without Cleft Lip,801,6,Prevalence,"Number of live births diagnosed with cleft palate without cleft lip and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000.",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
32,Hypospadias,806,,Number,Number of live births diagnosed with hypospadias and reported to the NYS CMR over the 3 year period.,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
32,Hypospadias,807,6,Prevalence,"Number of live births diagnosed with hypospadias and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000.",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
33,Gastroschisis,804,,Number,Number of live births diagnosed with gastroschisis and reported to the NYS CMR over the 3 year period.,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
33,Gastroschisis,805,6,Prevalence,"Number of live births diagnosed with gastroschisis and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000.",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
34,Upper Limb Deficiencies,820,,Number,Number of live births diagnosed with upper limb deficiencies and reported to the NYS CMR over the 3 year period. ,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
34,Upper Limb Deficiencies,821,6,Prevalence,"Number of live births diagnosed with upper limb deficiencies and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000. ",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
35,Lower Limb Deficiencies,808,,Number,Number of live births diagnosed with lower limb deficiencies and reported to the NYS CMR over the 3 year period. ,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
35,Lower Limb Deficiencies,809,6,Prevalence,"Number of live births diagnosed with lower limb deficiencies and reported the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000. ",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
36,Down Syndrome / Trisomy 21 (Maternal Age < 35 Yrs),818,,Number,Number of live births diagnosed with Down Syndrome / Trisomy 21 to women less than 35 years old and reported to the NYS CMR over the 3 year period. ,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
36,Down Syndrome / Trisomy 21 (Maternal Age < 35 Yrs),819,6,Prevalence,"Number of live births diagnosed with Down Syndrome / Trisomy 21 to women less than 35 years old and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000. ",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
37,Down Syndrome / Trisomy 21 (Maternal Age 35 Yrs and Over),816,,Number,Number of live births diagnosed with Down Syndrome / Trisomy 21 to women 35 years or older and reported to the NYS CMR over the 3 year period. ,10,,5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
37,Down Syndrome / Trisomy 21 (Maternal Age 35 Yrs and Over),817,6,Prevalence,"Number of live births diagnosed with Down Syndrome / Trisomy 21 to women 35 years or older and reported to the NYS CMR over the 3 year period, divided by the number of live births over the same period; expressed per 10,000. ",8,"per 10,000 live births",5,NYS CMR,New York State Congenital Malformations Registry (CMR),Y
38,Carbon Monoxide Incidents,72,2,Number,Number of carbon monoxide incidents where FDNY measured at least 1 ppm at the scene.,10,,11,FDNY CO,Fire Department of New York City (FDNY) Carbon Monoxide Incidents,Y
38,Carbon Monoxide Incidents,73,1,Estimated annual rate,"Number of carbon monoxide incidents in an area, where FDNY measured at least 1 ppm at the scene, divided by the number of buildings in the area; expressed as incidents per 10,000 buildings.  ",55,"per 10,000 buildings",11,FDNY CO,Fire Department of New York City (FDNY) Carbon Monoxide Incidents,Y
38,Carbon Monoxide Incidents,73,1,Estimated annual rate,"Number of carbon monoxide incidents in an area, where FDNY measured at least 1 ppm at the scene, divided by the number of buildings in the area; expressed as incidents per 10,000 buildings.  ",55,"per 10,000 buildings",7,NYC PLUTO,New York City Primary Land Use Tax Lot Output (PLUTO ) Property Characteristic Data,Y
40,Homes with Cracks or Holes,75,21,Number,Estimated number of households that reported cracks or holes in the home. ,10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
40,Homes with Cracks or Holes,76,22,Percent,"Estimated number of households in an area that reported cracks or holes in the home, divided by the number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
41,Pre-1960 Homes with Peeling Paint,77,,Number,"Estimated number of households in an area that were built before 1960 and had peeling paint in areas greater than 8.5"" x 11"". ",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
41,Pre-1960 Homes with Peeling Paint,78,,Percent,"Estimated number of households in an area that were built before 1960 and had peeling paint n areas greater than 8.5"" x 11"", divided by the total number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
42,Homes with Leaks,79,21,Number,"Estimated number of households in an area that reported leaks coming from outside the unit, divided by the number of households in the area; expressed as percent. ",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
42,Homes with Leaks,80,22,Percent,"Estimated number of households in an area that reported leaks coming from outside the unit, divided by the number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
45,Homes with 3 or More Maintenance Deficiencies,85,21,Number,"Estimated number of households reporting three or more maintenance deficiencies (heating equipment breakdown, additional heating required, rodent infestation, cracks/holes in the walls, ceilings or floors, broken plaster/peeling paint larger than 8&frac12; x 11 inches, toilet breakdowns, or water leaks from outside the unit).",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
45,Homes with 3 or More Maintenance Deficiencies,86,22,Percent,"Estimated number of households in an area reporting three or more maintenance deficiencies (heating equipment breakdown, additional heating required, rodent infestation, cracks/holes in the walls, ceilings or floors, broken plaster/peeling paint larger than 8&frac12; x 11 inches, toilet breakdowns, or water leaks from outside the unit), divided by the number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
46,Homes near Structures Rated Good or Excellent,87,21,Number,Estimated number of households that rated their neighborhood structures as good or excellent.,10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
46,Homes near Structures Rated Good or Excellent,88,22,Percent,"Estimated number of households in an area that rated their neighborhood structures as good or excellent, divided by the number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
47,Homes Using Supplemental Heat,89,2,Number,Estimated number of households that needed to use a secondary source of heat in addition to their primary source.,10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
47,Homes Using Supplemental Heat,90,5,Percent,"Estimated number of households in an area that needed to use a secondary source of heat in addition to their primary source, divided by the number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
48,Homes with Mice or Rats in the Building,93,21,Number,Estimated number of households that reported mice or rats in their building in the past 90 days.,10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
48,Homes with Mice or Rats in the Building,94,22,Percent,"Estimated number of households in an area that reported mice or rats in their building in the past 90 days, divided by the number of households in the area; expressed as percent.",10,,6,NYC HVS,New York City Housing and Vacancy Survey (HVS),Y
55,Ozone,107,,General population,"When the daily average ozone levels are above 150 on EPA's Air Quality Index (AQI), the day is an ""Action Day for the General Population"".",,action days,10,US EPA AQS,United States Environmental Protection Agency (EPA) Air Quality System (AQS) Data,Y
55,Ozone,787,,Sensitive groups,"When the daily average ozone levels are between 101 and 150 on EPA's Air Quality Index (AQI), the day is an ""Action Day for Sensitive Groups"" (people with lung disease, children, older adults, people who are active outdoors or have certain genetic variants). ",,action days,38,US EPA,United States Environmental Protection Agency (EPA),Y
55,Ozone,787,,Sensitive groups,"When the daily average ozone levels are between 101 and 150 on EPA's Air Quality Index (AQI), the day is an ""Action Day for Sensitive Groups"" (people with lung disease, children, older adults, people who are active outdoors or have certain genetic variants). ",,action days,10,US EPA AQS,United States Environmental Protection Agency (EPA) Air Quality System (AQS) Data,Y
57,Fine Particulate Matter (PM 2.5),111,,Annual average,"This measure is calculated by averaging PM2.5 levels at each monitor, weighted by the number of samples in each quarter, then taking the weighted average of all monitors in the geographic area.",,mcg/m3,10,US EPA AQS,United States Environmental Protection Agency (EPA) Air Quality System (AQS) Data,Y
57,Fine Particulate Matter (PM 2.5),785,,Sensitive groups,"When the daily average PM2.5 levels are between 101 and 150 on EPA's Air Quality Index (AQI), the day is an ""Action Day for Sensitive Groups"" (people with heart or lung disease, children, older adults and people of lower socieconomic status). Folks in these groups may need to take action to protect their health on these days. An AQI value of 100 generally corresponds to a pollution level that is equal to the daily federal air quality standard.",13,action days,10,US EPA AQS,United States Environmental Protection Agency (EPA) Air Quality System (AQS) Data,Y
57,Fine Particulate Matter (PM 2.5),786,7,General population,"When the daily average PM2.5 levels are above 150 on EPA's Air Quality Index (AQI), the day is an ""Action Day for the General Population"". ",13,action days,10,US EPA AQS,United States Environmental Protection Agency (EPA) Air Quality System (AQS) Data,Y
57,Fine Particulate Matter (PM 2.5),788,217,98th percentile,98% of PM2.5 measurements taken at New York City's EPA Air Quality Stations are below this value over the past three years. This value is one of the PM2.5 Federal Air Quality Standards. The standard is 65 mcg per cubic meter.,,mcg/m3,10,US EPA AQS,United States Environmental Protection Agency (EPA) Air Quality System (AQS) Data,Y
60,Breast Cancer in Females,112,109,Average annual number (under age 50),"Average annual number of female residents, less than 50 yrs old, diagnosed with breast cancer over the 5 year period, divided by 5.",10,,12,NYS CR,New York State Cancer Registry,Y
60,Breast Cancer in Females,113,111,Age-adjusted rate (under age 50),"Average annual number of female residents, less than 50 yrs old, diagnosed with breast cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 female residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
60,Breast Cancer in Females,113,111,Age-adjusted rate (under age 50),"Average annual number of female residents, less than 50 yrs old, diagnosed with breast cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 female residents.",22,"per 100,000",3,US Census,United States Census,Y
60,Breast Cancer in Females,114,110,Average annual number (age 50+),"Average annual number  of female residents, 50 yrs and older, diagnosed with breast cancer over the 5 year period, divided by 5.",10,,12,NYS CR,New York State Cancer Registry,Y
60,Breast Cancer in Females,115,112,Age-adjusted rate (age 50+),"Average annual number of female residents, 50 Yrs and Older, diagnosed with breast cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 female residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
63,Lung and Bronchus Cancer,116,31,Average annual number (Males),Average annual number of male residents diagnosed with lung and bronchus cancer over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
63,Lung and Bronchus Cancer,117,33,Age-adjusted rate (Males),"Average annual number of male residents diagnosed with lung and bronchus cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 male residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
63,Lung and Bronchus Cancer,118,32,Average annual number (Females),Average annual number of female residents diagnosed with lung and bronchus cancer over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
63,Lung and Bronchus Cancer,119,34,Age-adjusted rate (Females),"Average annual number of female residents diagnosed with lung and bronchus cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 female residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
63,Lung and Bronchus Cancer,328,98,Average annual number,Average annual number of residents diagnosed with lung and bronchus cancer over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
63,Lung and Bronchus Cancer,329,99,Age-adjusted rate ,"Average annual number of residents diagnosed with lung and bronchus cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
64,Pancreatic Cancer,120,31,Average annual number (Males),Average annual number of male residents diagnosed with pancreatic cancer  over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
64,Pancreatic Cancer,121,33,Age-adjusted rate (Males),"Average annual number of male residents diagnosed with pancreatic cancer over the 5 year period, divided by the corresponding age-specific intercensal population estimates (from NYS DOH). The resulting age-specific rates are multiplied by the proportion of the US Census 2000 standard population in each age group. Average Age-adjusted rate is the sum of these weighted rates; expressed as cases per 100,000 male residents.",22,"per 100,000",12,NYS CR,New York State Cancer Registry,Y
64,Pancreatic Cancer,122,32,Average annual number (Females),Average annual number of female residents diagnosed with pancreatic cancer over the 5 year period.,10,,12,NYS CR,New York State Cancer Registry,Y
